name,Photo,about,degree,phone,email,address,specialization,yearofexperience,language,rating,clinicname,timings,onlinebooking,consultonline,linktoprofile
 Prof. Dr. Michael Bock,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Interventional Radiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-michael-bock
 Prof. Dr. Jurgen Hennig,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Interventional Radiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-jurgen-hennig
 Prof. Dr. Ulrich Hofmann,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-ulrich-hofmann
 Prof. Dr. Norbert Sudkamp,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-norbert-sudkamp
 Prof. Dr. Elmar Hellwig,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Periodontist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-elmar-hellwig
 Prof. Dr. Kurt Miller,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Urologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-kurt-miller
 Prof. Dr. Cornelius Weiller,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-cornelius-weiller
 Prof. Dr. Bernd Rolauffs,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-bernd-rolauffs
 Prof. Dr. Carola A. Haas,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-carola-haas
 Prof. Dr. Rainer Schmelzeisen,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Oral & Maxillofacial Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-rainer-schmelzeisen
 Prof. Dr. Nadine Schluter,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Dentist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-nadine-schluter
 Prof. Dr. Hartmut Burkle,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Anaesthetist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-hartmut-burkle
 Prof. Dr. Melanie Meyer-Luehmann,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-melanie-meyer-luehmann
 Prof. Dr. Stefan Fichtner-Feigl,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",General Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-stefan-fichtner-feigl
 Prof. Dr. Thorsten Schlomm,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Urologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-thorsten-schlomm
 Prof. Dr. Britta A. Jung,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Orthodontist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-britta-jung
 Prof. Dr. Thomas Reinhard,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Ophthalmologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-thomas-reinhard
 Prof. Dr. Antonia Joussen,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Ophthalmologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-antonia-joussen
 Prof. Dr. Steffen U. Eisenhardt,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-steffen-u-eisenhardt
 Prof. Dr. Fabian Bamberg,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Interventional Radiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-fabian-bamberg
 Prof. Dr. Volker Arnd Coenen,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-volker-arnd-coenen
 Prof. Dr. Katja Nelson,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Oral & Maxillofacial Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-katja-nelson
 Prof. Dr. Med. Michael Untch,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-michael-untch
 Prof. Dr. med. Rudolf Laumer,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Essen , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-rudolf-laumer
 Prof. Dr. med. Andreas Gross,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Urologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-andreas-gross
 Prof. Dr. Med. Jurgen Kiwit,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-jurgen-kiwit
 MD Dieter Lampe,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/md-dieter-lampe
 MD Christoph Goetz,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/md-christoph-goetz
 Prof. Dr. med. Wolfgang Steinke,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dusseldorf , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-wolfgang-steinke
 Prof. Dr. med. Gabriele Schackert,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-gabriele-schackert
 Prof. Dr. med. Helmuth Steinmetz,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-helmuth-steinmetz
 Prof. Dr. med. Martin K. Kuhlmann,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Nephrologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-martin-k-kuhlmann
 Dr. Christian Klopf,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Nephrologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-christian-klopf
 Prof. MD Ruediger Heicappell,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Urologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-md-ruediger-heicappell
 Prof. Dr. med. Werner Lang,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Erlangen , Germany",Vascular Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-werner-lang
 Prof. Dr. med. Sebastian Jander,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dusseldorf , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-sebastian-jander
 Prof. MD Joachim Grifka,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-md-joachim-grifka
 Dr. Veit Becker,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-veit-becker
 Prof. Dr. med. Norbert Schmitz,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Pediatric Hematologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-norbert-schmitz
 MD Ralf Thiel,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Urologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/md-ralf-thiel
 Dr. med. Axel Stang,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Pediatric Hematologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-axel-stang
 Prof. Dr. Med. Henning Baberg,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-henning-baberg
 Prof. Dr. Med. Georg Hagemann,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-georg-hagemann
 Pd Dr. Med Peter Reichardt,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Medical Oncologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-dr-med-peter-reichardt
 Prof. MD C. Kraft,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-md-c-kraft
 Prof. Dr. Med. Lothar Schweigerer,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Medical Oncologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-lothar-schweigerer
 Prof. Dr. med. Milomir Ninkovic,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,null,Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-milomir-ninkovic
 Prof. Dr. med. Brigitte Stiller,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Freiburg , Germany",Pediatric Cardiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-brigitte-stiller
 Prof. Dr. med. Heinz Reichmann,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-heinz-reichmann
 Prof. Dr. med. Sigrid Nikol,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-sigrid-nikol
 Prof. Dr. Med. Hans Gunther Machens,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Munich , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-hans-gunther-machens
 Prof. Dr. med. Michael Weyand,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Erlangen , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-michael-weyand
 Prof. Dr. med. Stefan Rammelt,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-stefan-rammelt
 Dr. Jorg Graefe,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Vascular Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-jorg-graefe
 Dr. Med. Marek Budner,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Surgical Oncologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-marek-budner
 PD MD P. Zartner,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Interventional Cardiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/pd-md-p-zartner
 Prof. Dr. Thomas Klockgether,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bonn , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-thomas-klockgether
 Prof. MD Christhardt Koehler,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-md-christhardt-koehler
 Dr. med. Hans-Bernd Hulsbomer,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dusseldorf , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-hans-bernd-hulsbomer
 Dr. MD C. Ansorge,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Gommern , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-md-c-ansorge
 Dr. Thomas Forer,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-thomas-forer
 Prof. Dr. med. Adrian Dragu,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-adrian-dragu
 Dr. Dino Podlesek,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-dino-podlesek
 Prof. Dr. Med. Johannes Breuer,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bonn , Germany",Pediatric Cardiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-johannes-breuer
 Prof. Dr. med. Christian Reeps,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Vascular Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-christian-reeps
 MD Katrin Gromoll Bergmann,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Bad Wildungen , Germany",Urologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/md-katrin-gromoll-bergmann
 Prof. Dr. med. Michael Schmoeckel,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-michael-schmoeckel
 Prof. Dr. med. Karl-Jurgen Oldhafer,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Surgical Oncologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-karl-jurgen-oldhafer
 Prof. Dr. med. Katrin Ivens,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dusseldorf , Germany",Nephrologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-katrin-ivens
 Prof. Dr. med. Robert Cesnjevar,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Erlangen , Germany",Pediatric Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-robert-cesnjevar
 Prof. Dr. Med. Robert Krempien,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Radiation Oncologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-robert-krempien
 Prof. Dr. Med. Martin Kostelka,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Leipzig , Germany",Pediatric Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-martin-kostelka
 Prof. Dr. med. Andre Ruffer,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Pediatric Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-andre-ruffer
 Prof. Dr. med. Helmut Geiger,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Nephrologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-helmut-geiger
 Dr. med. Malte Schroder,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Cardiac Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-malte-schroder
 Prof. Dr. med. Dietmar Krex,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Neurosurgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-dietmar-krex
 Dr. med. Cornelia Meisel,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-cornelia-meisel
 Prof. Dr. med. Klaus Dieter Schaser,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Spine Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-klaus-dieter-schaser
 Prof. MD T. Gehrke,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Gommern , Germany",Orthopaedic and Joint Replacement Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-md-t-gehrke
 Prof Andreas E. Steiert,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-andreas-e-steiert
 MD Susanne Kopp,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/md-susanne-kopp
 Prof. Dr. Rainer Kozlik Feldmann,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Hamburg , Germany",Pediatric Cardiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-rainer-kozlik-feldmann
 Frau Dr. med. Andrea Lippkowski,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/frau-dr-med-andrea-lippkowski
 Dr. med. Egon Lieb,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-egon-lieb
 Dr. med. Stefanie Veit,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Frankfurt , Germany",Interventional Cardiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-stefanie-veit
 Frau Dr. med. Kathrin Beilecke,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/frau-dr-med-kathrin-beilecke
 Dr. med. Falk Thielemann,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Paediatric Orthopedecian,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-falk-thielemann
 Prof. Dr. med. Ralf Tunn,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Gynaecologist and Obstetrician,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-ralf-tunn
 Prof. Dr. med. Horia Sirbu,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Erlangen , Germany",Interventional Cardiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-horia-sirbu
 Dr. med. Olimpiu Bota,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-med-olimpiu-bota
 Dr. David Klenk,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Vascular Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-david-klenk
 Priv. Doz. Dr. med. Jorg Hauser,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Essen , Germany",Cosmetic Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/priv-doz-dr-med-jorg-hauser
 Dr. Mark Schrader,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Berlin , Germany",Medical Oncologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-mark-schrader
 Dr. Myroslav Ankudinov,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dresden , Germany",Vascular Surgeon,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/dr-myroslav-ankudinov
 Prof. Dr. med. Sven Dittrich,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Erlangen , Germany",Pediatric Cardiologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-sven-dittrich
 Prof. Dr. Med. Michael Bartels,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Leipzig , Germany",Surgical Oncologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-michael-bartels
 Prof. Dr. med. Hans Peter Hartung,https://www.vaidam.com/sites/all/themes/vaidam/v0/dist/img/vaidam.gif,NULL,MBBS,null,null,"Dusseldorf , Germany",Neurologist,null,"Germany,english",null,null,null,null,null,https://www.vaidam.com/doctors/prof-dr-med-hans-peter-hartung
